,Title,Abstract,Venue,Year,Reference_Count,Citation_Count,Influential_Citation_Count,Open_Access,TLDR,index,author_1_id,author_1_name,author_2_id,author_2_name,author_3_id,author_3_name,author_4_id,author_4_name,author_5_id,author_5_name,author_6_id,author_6_name,fieldsOfStudy,Publication_Type
1209,Gender inequality in career advancement for females in Japanese academic surgery.,"During the past three decades, the participation of women in medicine has increased from 10.6% (1986) to 19.7% (2012) in Japan. However, women continue to be underrepresented in the top tiers of academic medicine. We highlight gender inequality and discuss the difficulties faced by female surgeons in Japanese academic surgery. Using anonymous and aggregate employment data of medical doctors at Kyoto University Hospital from 2009 and 2013, and a commercially-published faculty roster in 2012-2013, we compared gender balance stratified by a professional and an academic rank. The numbers of total and female doctors who worked at Kyoto University Hospital were 656 and 132 (20.1%) in 2009 and 655 and 132 (20.2%) in 2013, respectively. Approximately half the men (n = 281) were in temporary track and the rest (n = 242) were in tenure track, but only one fifth of women (n = 24) were in tenure track compared to 108 women in temporary track (p < 0.0001) in 2013. There were three female associate professors in basic medicine (8.1%), two female professors in clinical non-surgical medicine (3.9%) and one female lecturer in clinical surgical medicine (2.3%) in 2012. Fewer female doctors were at senior positions and at tenure positions than male doctors at Kyoto University Hospital. There were no female associate and full professors in surgery. The status of faculty members indicates the gender differences in leadership opportunities in Japanese academic surgery.",Tohoku journal of experimental medicine,2014,51,38,2,True,"{'model': 'tldr@v2.0.0', 'text': 'The status of faculty members indicates the gender differences in leadership opportunities inJapanese academic surgery and highlights gender inequality and the difficulties faced by female surgeons in Japanese academic surgery.'}",1218,6238178,Hye Jin Yoon,9023974,Yeuseung Kim,,,,,,,,,Psychology,
1210,Learning to Interpret Cultural Meaning through an Etic Description of a Familiar Culture,"Undergraduate students often have trouble interpreting cultures other than that with which they are familiar in a way that takes into account the symbols and meanings that explain behaviors, objects, and ideologies. Instead, many fall into the trap of making ethnocentric assumptions and coming to conclusions that are informed by their own cultural perspectives. This in-class active learning exercise makes the familiar strange, using Horace Miner’s well-known 1956 essay “Body Ritual among the Nacirema” to introduce students to an etic, cultural outsider–like description of American culture. Using short excerpts from Miner’s article, students draw pictures of Miner’s descriptions, producing a wide variety of interpretations. This activity demonstrates that when students overlook or misunderstand cultural meaning, they can come to myriad inaccurate depictions and conclusions about social life and behavior. It therefore reinforces the importance of developing an emic understanding of cultures, rather than accepting social phenomena at face value.",,2014,18,3,0,False,,1219,12227686,Shelby B. Scott,3257084,Galena K. Rhoades,,,,,,,,,Psychology,
1211,Insight Islamophobia: Governing the public visibility of Islamic lifestyle in Turkey,"This article engages in a critical discussion of the ways in which public visibility of the Islamic lifestyle is governed through the practices within visual culture in Turkey. It is possible to observe that in a society with a predominantly Muslim population, the media is dominated by the secularized imagery of everyday life, which is systematically abstracted from Islamic signifiers. Following a Foucauldian theoretical framework, this article shows that visual culture provides the necessary ground for the Kemalist modernization project to legitimize particular drives, which are inherently reproduced by a state of anxiety and fear against the Islamic lifestyle. Recent controversies the Turkish context show that Islamophobia should not solely be regarded as a phenomenon, which originated and still operates mainly in the West. Rather, the case of Turkey encourages one to critically negotiate the boundaries of visual culture, which is invested with particular strategies of power that reproduce the images of Islamic lifestyle as undesirable signifiers of culture.",,2014,63,11,0,False,,1220,36720498,Gayle A. Sulik,,,,,,,,,,,Sociology,
1212,Rethinking the Two-Body Problem: The Segregation of Women Into Geographically Dispersed Occupations,,Demography,2014,95,40,1,True,"{'model': 'tldr@v2.0.0', 'text': 'It is found that the tendency for households to relocate for husbands’ careers is better explained by the segregation of women into geographically dispersed occupations rather than by the direct prioritization of men’s careers.'}",1221,108782126,P. Plesa,,,,,,,,,,,Psychology,
1213,"Gender Pay Gap and Employment Sector: Sources of Earnings Disparities in the United States, 1970–2010",,Demography,2014,43,118,6,True,"{'model': 'tldr@v2.0.0', 'text': 'The findings reveal a substantial reduction in the gross gender earnings gap in both sectors of the economy, implying a significant decline in economic discrimination against women.'}",1222,84580481,B. Hoover,,,,,,,,,,,"Sociology, Political Science",
1214,African American and White Women’s Experience of Sexual Assault and Services for Sexual Assault,"This article presents the results of a study assessing the needs and experiences of African American and White female survivors of sexual assault in the state of Maryland. Eight specific hypotheses regarding differences in the needs and experiences of African American as compared to White women receiving partial or no support through analyses of interview data drawn from 213 survivors (African American survivors, n = 133; White survivors, n = 80) were explored. No differences were reported in medical care received; however, in comparison to their White counterparts, African American women reported decreased use of sexual assault crisis centers and mental health services, and postassault help-seeking through use of sexual assault hotlines. Barriers and facilitators associated with treatment experiences differed by ethnicity. Findings are discussed in relation to future directions for research, and service and policy improvement for survivors of sexual assault.",,2014,47,18,3,False,"{'model': 'tldr@v2.0.0', 'text': 'No differences were reported in medical care received; however, in comparison to their White counterparts, African American women reported decreased use of sexual assault crisis centers and mental health services, and postassault help-seeking through use ofSexual assault hotlines.'}",1223,101249100,Erin Godfrey,12059006,Justina Kamiel Grayman,,,,,,,,,"Psychology, Medicine",JournalArticle
1215,A framework for analyzing sex-selective abortion: the example of changing sex ratios in Southern Caucasus,"The paper proposes a socioeconomic framework of supply, demand, and regulation to explain the development of sex-selective abortion in several parts of the world. The framework is then applied to three countries of southern Caucasus (Armenia, Azerbaijan, and Georgia) where sex-selective abortion has developed since the collapse of the Soviet Union. The authors argue that sex-selective abortion cannot be explained simply by patriarchal social systems, sex discrimination, or son preference. The emphasis is put on the long-term acceptability of abortion in the region, on acceptability of sex-screening by both the medical establishment and by the population, on newly imported techniques of sex-screening, and on the changing demand for children associated with the major economic and social changes that followed the dismantlement of the Soviet Union.",International Journal of Women's Health,2014,52,7,1,True,"{'model': 'tldr@v2.0.0', 'text': 'A socioeconomic framework of supply, demand, and regulation is proposed to explain the development of sex-selective abortion in several parts of the world and is applied to three countries of southern Caucasus.'}",1224,46954952,S. Aerts,6522280,Alexis Dewaele,2055474597,Nele Cox,81505863,M. Van Houtte,,,,,Psychology,Review
1216,Rescaling the State and Disciplining Workers in Discourses on E.U. Polish Migration in U.K. Newspapers,"The European Union (E.U.) 2004 enlargement extended the freedom of movement of workers and persons to ten states and thus rescaled the state's power to regulate citizenship and movement. We examined how this important shift in scalar relations has been registered by discourses about migrants. To this end, we analyzed how the U.K. and the E.U. were scaled in the representations of post-E.U. accession Polish migrants in U.K. newspapers. Representations reconstructed the national scale, in this case Britain, through moralizing and ambivalent immigration discourses. However, we also found that the newspapers constructed the E.U. scale in ways that advanced open market values and erased the progressive potential of the free movement for workers. The newspapers rearticulated the changing relations of scale between the state and the E.U. in ways that legitimized differential levels of citizenship and precarious positions for both migrant and domestic workers.",,2014,74,11,1,False,,1225,71688433,Sarah Maitland,,,,,,,,,,,Sociology,
1217,"Aboriginal peoples, colonialism and international law: Raw Law","Irene Watson's powerful, resonant voice sings the Raw Law of the Tanganekald and Meintangk peoples throughout this brilliantly original book. Raw Law is, in a very profound sense, a book about law....",,2015,1,61,6,False,,1226,70440007,Kevin E. Henrickson,,,,,,,,,,,Economics,
1218,The Moderating Role of Gender Identity in Responses to Comedic Violence Advertising,"Comedic violence advertising has been increasing in the United States, but many studies thus far have been content analytic in nature. To gain a better understanding of who will find comedic violence ads humorous and thus have favorable brand perceptions, two experimental studies were conducted with gender identity as an influential factor. In Study 1, masculine individuals responded more favorably to highly violent and humorous ads than feminine individuals did. Study 2 varied the violence level in the comedic violence ads and found that when violence was low both masculine and feminine individuals responded similarly to the comedic violence ad, but when violence was high masculine individuals responded more favorably than did feminine individuals. Perceived humor was found to be an important mediator of comedic violence ad processing. Theoretical and practical implications of the findings are provided.",,2014,86,44,2,False,,1227,116677264,Rawand Osman,,,,,,,,,,,Psychology,
1219,Relationship Education for Lesbian Couples: Perceived Barriers and Content Considerations,"The current authors evaluated perceived barriers to relationship education services for female same-sex couples as well as possible content and process changes for these programs to better serve this population. Data were collected and qualitatively analyzed from focus groups with 32 women who had been or were in same-sex relationships. Results indicate that barriers to participating in relationship education programs included a lack of lesbian-affirming services, concerns of feeling comfortable and safe, and skepticism regarding leaders’ competence and program relevance. Participants expressed a desire for program content on the external challenges lesbian couples face from others and content sensitive to the dynamics within lesbian relationships that may differ from other couples. Clinical implications for overcoming these barriers and developing more lesbian-affirming relationship education programs are discussed.",,2014,49,29,1,False,,1228,1403263383,Arnfinn H. Midtbøen,,,,,,,,,,,Sociology,
1220,Rethinkpink Moving beyond Breast Cancer Awareness SWS Distinguished Feminist Lecture,"Over the last 30 years the breast cancer movement has worked to make breast cancer a national priority, raise awareness and funds, galvanize social support, and impact the direction of research. Women have been at the forefront of information sharing, activism, and patient empowerment. Treatments have improved incrementally and mortality rates have declined overall. By these indicators, the movement is a success. Yet, 70 percent of those diagnosed with breast cancer have none of the known risk factors, making causation and prevention uncertain; approximately 40,000 women (and men) die from metastatic breast cancer each year, a number that hasn’t changed for decades; corporate and political agendas stand in the way of patients’ rights and access to quality care; profit motives and disease branding supersede efforts to provide meaningful support and accurate health information; and breast cancer is popularized to the degree that “pink consumption” has become more of a trendy pastime than a rallying call for...",,2014,35,3,2,False,"{'model': 'tldr@v2.0.0', 'text': 'Over the last 30 years the breast cancer movement has worked to make breast cancer a national priority, raise awareness and funds, galvanize social support, and impact the direction of research.'}",1229,15880751,N. Henry,3387596,A. Powell,,,,,,,,,Sociology,
1221,A theoretical foundation for ecopsychology: Looking at ecofeminist epistemology,,New Ideas in Psychology,2019,48,8,1,False,,1230,3387596,A. Powell,,,,,,,,,,,Political Science,
1222,Faith from Nowhere : Feminist Ecclesiological Reflections on the “Liquid Catholicism” of New Media,,,2014,0,0,0,False,,1231,12632472,Alison C. Cares,33139811,M. Moynihan,144881668,V. Banyard,,,,,,,Political Science,
1223,Teaching Citizens: The Role of Open Classroom Climate in Fostering Critical Consciousness Among Youth,,Journal of Youth and Adolescence,2014,72,140,15,False,"{'model': 'tldr@v2.0.0', 'text': 'Examination of the extent to which an open climate for discussion—one in which controversial issues are openly discussed with respect for all opinions—relates to youth’s critical consciousness found that an open classroom climate predicted some, but not all, components of critical consciousness.'}",1232,51010984,Jennifer Clark,,,,,,,,,,,Sociology,
1224,Homonegativity in the Technical and Vocational Track: A Survey of Secondary School Students in Flanders,"Students from the technical and vocational track in Flanders have more homonegative attitudes than other students. We investigate what explains this track difference and if the homonegativity is reflected in more bullying experiences by lesbian, gay, and bisexual (LGB) students in these tracks. The results show that sex-role ideology and religion are related to homonegative attitudes, but they do not explain the greater homonegativity of technical and vocational track students. The study also confirms that LGB students experience significantly more bullying than heterosexual students, but the experience of bullying does not differ significantly between tracks.",,2014,95,3,1,False,,1233,1654686113,Maria Martin de Almagro,115602865,Caitlin Ryan,,,,,,,,,Political Science,
1225,A Map of the New Country (RLE Women and Religion) : Women and Christianity,,,2014,0,0,0,False,,1234,145206335,N. Moyano,115363517,J. C. Sierra,,,,,,,,,Psychology,
1226,"A Classroom Labor Market Game Illustrating the Existence, and Implications of, Statistical Discrimination","Many undergraduate students report a lack of concern about facing labor market discrimination throughout their careers. However, there is ample evidence that discrimination based on race, gender, and age still persists within the labor market. The author outlines a classroom experiment demonstrating the existence of discrimination, even when the participants consider themselves above discriminating against others. The results can be used to facilitate discussions surrounding various labor market outcomes and the prevalence of discrimination within labor markets. As such, this experiment is appropriate for many business courses, including courses in economics, management, and ethics.",,2014,38,1,0,False,,1235,48254546,K. Harris,103306335,Jenna N. Hanchey,,,,,,,,,Sociology,
1227,Female Personalities in the Qur'an and Sunna: Examining the Major Sources of Imami Shi'i Islam,"The purpose of this thesis is to investigate the manner in which the Qur’an and sunna depict female personalities in their narrative literature. It is a comprehensive study of all the female personalities mentioned in the Qur’an, and is selective in the personalities of the sunna to the three prominent women of ahl al-bayt, Khadi>ja, Fa>t}ima, and Zaynab. The sources examined here are the major sources of Ima>mi> Shi>‘i> Islam, including the exegetical compilations of the eminent Shi>‘i> religious authorities of the classical and modern periods; as well as the authoritative books of Shi>’i> traditions. The results reached here are that female personalities are portrayed as human beings, and that they display feminine qualities, which are often viewed positively and are sometimes commendable traits for men, at least as far as the spiritual domain is concerned. The hypothesis, particularly about women’s humanity, will be tested against the depiction of womanhood in the h}adi>th literature, with special emphasis on Nahj al-Bala>gha. The study recommends that future research on the subject of “women in Islam” widen the scope of what it considers to be its data, outside the domain of the law.",,2014,22,10,0,False,,1236,14793436,K. Quek,37943891,C. Eppler,81511881,Martha L. Morgan,,,,,,,Psychology,
1228,The Invisible Second Generation? Statistical Discrimination and Immigrant Stereotypes in Employment Processes in Norway,"Although children of immigrants usually have acquired fluency in the majority language as well as domestic educational qualifications and work experience, recent quantitative and experimental studies indicate that the ‘second generation’ experiences discrimination in accessing entry-level jobs in Europe. In this article, I take as my point of departure a field experiment documenting that descendants of Pakistani immigrants indeed face discrimination in the Norwegian labour market, and use data from in-depth interviews with 42 of the employers subjected to research in the experiment to explore the decision-making processes leading to the disadvantages observed. The qualitative material suggests that stereotypes associated with immigrants are inferred from ethnically distinct names by employers, and that negative experiences are generalised between ethnic groups and across generations. The implications for the employment opportunities of children of immigrants are potentially severe. Instead of experiencing equal access to the labour market, they encounter attitudes and stereotypes attached to their parents' generation, making their domestic educational qualifications and linguistic fluency ‘invisible’ in the eyes of employers.",,2014,71,76,4,False,,1237,2143515925,Yue Huang,152952207,S. Lewis,144027064,J. Britton,,,,,,,Medicine,JournalArticle
1229,Preventing sexual violence : interdisciplinary approaches to overcoming a rape culture,"1. Framing Sexual Violence Prevention: What Does it Mean to Challenge a Rape Culture Anastasia Powell and Nicola Henry 2. Theorising Men's Violence Prevention Policies: Limitations and Possibilities of Interventions in a Patriarchal State Bob Pease 3. The Everydayness of Rape: How Understanding Sexual Assault Perpetration Can Inform Prevention Efforts Antonia Quadara 4. Limits of the Criminal Law for Preventing Sexual Violence Wendy Larcombe 5. The Dark Side of Virtual: Towards a Digital Sexual Ethics Nicola Henry and Anastasia Powell 6. The Prevention of Sexual Violence in Schools: Developing Some Theoretical Starting Points Claire Maxwell 7. Just How do We Create Change? Sites of Contradiction and the 'Black Box' of Change in Primary Prevention Gillian Fletcher 8. Sexual Violence Prevention Educator Training: Opportunities and Challenges Moira Carmody 9. Taking Stock of Bystander Programs: Changing Attitudes and Behaviours Towards Sexual Violence Alison C. Cares, Mary M. Moynihan and Victoria L. Banyard 10. Shifting Upstream: Bystander Action Against Sexism and Discrimination Against Women Anastasia Powell",,2014,0,48,4,False,,1238,39980309,J. Robertson,,,,,,,,,,,Sociology,Review
1230,Shifting upstream: Bystander action against sexism and discrimination against women,,,2014,39,3,0,False,,1239,3910127,B. Eisenwort,39074235,B. Till,6876575,B. Hinterbuchinger,2624957,T. Niederkrotenthaler,,,,,Psychology,
1231,Taking Stock of Bystander Programs: Changing Attitudes and Behaviours Towards Sexual Violence.,,,2014,47,5,0,False,,1240,6276192,M. Tiggemann,113721385,Emily Coutts,4080335,Levina S Clark,,,,,,,Psychology,
1232,Postfeminist masculinity and the complex politics of time: contemporary quality television imagines a pre-feminist world,"Television's Life on Mars (BBC 2006–2007), The Sopranos (HBO 1999–2007), Mad Men (AMC 2007–), and Bored to Death (HBO 2009–11) exemplify a recent and ongoing trend in representations of masculinity and contemporary gender politics. Heralded as sophisticated and progressive in both aesthetic and ideological terms, these programs refute obvious sexism, yet bear complex investments in restoring a past state to men. This paper explores the ways in which time travel to the past or nostalgic overlay of the present signifies ‘quality television’ while simultaneously expressing attitudes about a postfeminist world, where the gains of feminist politics are meant to be firmly established, understood as necessary, and respected. In these television representations, sensitized men are suffering and victimized. They, therefore, are justified in retreating, through spatial and temporal means, to alternatives to the existing social order. In investigating these configurations of masculinity and time, this paper identifies the terms by which contemporary television expresses, yet masks discontent with feminist gains.",,2014,24,12,2,False,,1241,144433516,G. E. Watts,12603830,J. Hammons,,,,,,,,,,Review
1233,Introduction: (Re)integrating Feminist Security Studies and Global Political Economy: Continuing the Conversation through Empirical Perspectives,"Attempts to integrate feminist security studies (FSS) and feminist global political economy (GPE) were first meticulously studied in the Critical Perspectives sections of the June 2015 and December 2017 issues of this journal. Although the debate has gained presence in workshops, at international conferences, and even on dedicated websites, the diverse contributions have remained rather theoretical (e.g., Bergeron, Cohn, and Duncanson 2017; Hudson 2015). The aim of these Critical Perspectives essays is to take the integration of FSS and GPE one step further by presenting empirically grounded contributions that help us contextualize the existing theoretical debates. By focusing on postwar contexts, the pieces here take seriously the material conditions of women's empowerment from a perspective attuned to the gendered and racialized logics structuring social orders in postwar states. We believe that these are the spaces where war economies and peace economies meet and where (gendered) structural transformation of societies is possible. Like the two previous collections, we do not understand FSS and GPE as additive (Chisholm and Stachowitsch 2017). Rather, we understand them as traditions that share a common goal, namely, to undermine the racialized neoliberalism and patriarchal capitalism underpinning international intervention and postwar reconstruction projects.",Politics & Gender,2020,17,2,0,True,,1242,2863209,P. V. Arensbergen,8651842,Inge van der Weijden,8506433,P. V. D. Besselaar,,,,,,,Sociology,Review
1234,Positive and negative sexual cognitions: similarities and differences between men and women from southern Spain,"The aim of this study was to explore the frequency of sexual cognitions in Spanish men and women, distinguishing between positive sexual cognitions (PSC) and negative sexual cognitions (NSC), and various subtypes of such cognitions based on their content (intimate, exploratory, dominance, submission, and impersonal). We also examined the relationship between both age and education level and Christian religion/religiosity and the frequency of all subtypes of sexual cognitions. The sample was composed of 1332 participants aged between 18 and 45 years. Results showed that the most and least frequent sexual cognitions were intimate and sadomasochistic cognitions, respectively. Overall, men reported a higher frequency of PSC than did women, except for cognitions involving submission. In addition, undergraduate students reported a higher frequency of dominant PSC than older individuals. Regarding NSC, men reported a higher frequency of dominance themes, while women reported more frequent cognitions involving submission. In addition, intimate, exploratory, and impersonal NSC were more frequently reported in the younger sample. Religion was associated with the frequency of most PSC but not with NSC. We discuss the implications of assessing both the affect and content of sexual cognitions for their training in sex therapy.",,2014,63,11,0,False,,1243,67053811,A. G. Cavazos,2189321557,Cristina Trejo,1413657979,Javier Cavazos-Vela,2193415869,Stephanie Garza-Ochoa,2193416020,Yaritza Marin,2189321584,Alexis Racelis,,
1235,"(De)stabilizing Sexual Violence Discourse: Masculinization of Victimhood, Organizational Blame, and Labile Imperialism","Following calls to center nation, we analyze sexual violence discourse in the US Peace Corps. The texts we consider deploy three typical dichotomies—public/private, self/other, and agent/victim—that, in this case, reveal inconsistencies at the intersections of race and gender. We argue that these inconsistencies are evidence of lability, counterintuitive discursive shifts necessary to maintain white heteromasculine dominance. Instead of blaming individual victims of rape and assault, the masculinization of victimhood shifts culpability to the Peace Corps. This organizational blame maintains the moral position of the US and legitimates imperialism. By marking these instabilities, we trace the solidity and vulnerability of sexual violence discourse as it organizes global power.",,2014,57,9,1,False,,1244,6821111,Z. Kalibatseva,144963895,Frederick T. L. Leong,,,,,,,,,Medicine,"JournalArticle, Review"
1236,Qualitative Study on Cis-Male Students’ Gender Perspectives in the Couple and Family Therapy Classroom,"The purpose of this qualitative study was to hear cis-male participants' voices after completing a gender-training course in a Commission on Accreditation for Marriage and Family Therapy Education couple and family therapy program. Participants' narratives included reactions and responses to being shaped by the dominant society, their thoughts about self-transformation, and behaviors associated with this change. Moreover, the authors addressed the implications of gender role conflict on males in couple and family therapy training courses.",,2014,51,1,0,False,,1245,2522756,T. Dehdarirad,145362392,A. Villarroya,46319439,Maite Barrios,,,,,,,Computer Science,"JournalArticle, Review"
1237,Use of varenicline for smoking cessation treatment in UK primary care: an association rule mining analysis,,BMC Public Health,2014,24,27,1,True,"{'model': 'tldr@v2.0.0', 'text': 'Varenicline is being underused in healthy smokers, or in older smokers, and in those with psychotic disorders or dementia, this study identifies under-treatment of substantial public health significance.'}",1246,5696763,C. Danube,4227296,T. K. Vescio,4716293,K. Davis,,,,,,,Psychology,Review
1238,HUMAN RIGHTS VS. ROBOT RIGHTS: Forecasts from Japan,"ABSTRACT: Japan continues to be in the vanguard of human–robot communication and, since 2007, the state has actively promoted the virtues of a robot-dependent society and lifestyle. Nationwide surveys suggest that Japanese citizens are more comfortable sharing living and working environments with robots than with foreign caretakers and migrant workers. As their population continues to shrink and age faster than in other postindustrial nation-states, Japanese are banking on the robotics industry to reinvigorate the economy and to preserve the country's alleged ethnic homogeneity. These initiatives are paralleled by a growing support among some roboticists and politicians to confer citizenship on robots. The Japanese state has a problematic record on human rights, especially toward ethnic minorities and non-Japanese residents who have lived and worked in Japan for many generations. The possibility of robots acquiring civil status ahead of flesh-and-blood humans raises profound questions about the nature of citizenship and human rights. Already the idea of robots having evolved beyond consideration as “property” and acquiring legal status as sentient beings with “rights” is shaping developments in artificial intelligence and robotics outside of Japan, including in the United States. What does the pursuit in Japan of interdependence between humans and robots forecast about new approaches to and configurations of civil society and attendant rights there and in other technologically advanced postindustrial societies?",,2014,60,33,1,False,,1247,1926391,Bradford Demarest,51182865,Guo Freeman,34836211,C. Sugimoto,,,,,,,"Sociology, Computer Science","JournalArticle, Review"
1239,"Sociable, Mentally Disturbed Women and Angry, Rejected Men: Cultural Scripts for the Suicidal Behavior of Women and Men in the Austrian Print Media",,,2014,54,14,1,False,,1248,102289992,J. Heinrich,,,,,,,,,,,Psychology,"JournalArticle, Review"
1240,Belly Dance as an Embodying Activity?: A Test of the Embodiment Model of Positive Body Image,,,2014,66,59,8,False,,1249,50080627,J. Bowman,8601369,Benjamin L. Compton,,,,,,,,,Psychology,JournalArticle
1241,PROFESSIONAL AND ORGANIZATIONAL DEVELOPMENT NETWORK IN HIGHER EDUCATION,"A b~ief ~heoretical. presentation of Personal Needs vs. Relat1onsh1p Factors Influencing selection of response modes to conflict followed by videotape model of a Faculty-Administrator Conf~ict situ~tion illustrating various ways of responding to conflict. Spec1al features of this workshop are: This session will explore the evaluation processes used in the KELLf?GG PROJECT at ISU and the final year process will be descr1bed. The recent decision to institutionalize all developmental programs as one program, the FACULTY AND INSTRUCTIONAL DEVELOPMENT PROGRAM, will be examined. The session will present a professional and organization develop ment model .. its roots in Adult Development and Planned Change Theory, and 1ts progress to date. Participants will experience life cycle and change agent roles exercises. Discussion will center aroun~ a.daptation of this model to other professional and orgamzat1on development projects. impact of and on stitutions. a development program with if resources than that successful faculty development programs don't bucks"". long-term on necessary to change, how issues of ownership and acceptance were handled, and what strategies are being employed to insure lasting impact. The Focal Question aims to improve discussions through the contribution made by the verbal form of discussion questions. When followed up by the instructor, this has impact on classroom interaction and student thought. The purpose of the session is to introduce the concept of the Focal Question, present the various ways it can be used, and to explore the instructor roles which help make it effective. A case study This session will describe a linear step-by-step program leading to renewal and revitalization, what happened, including apparent successes and failures. Outcomes will be discussed and participants asked to share ideas. This session is designed to present the strategies used by the Instructional Development Unit for involving faculty and instruc tional units in the evaluation and design of academic programs, and to describe the kinds of activities that are part of an effective, departmentally-based instructional improvement project. session is designed to assist instructors in dealing with student-teacher problems likely to be encountered in a college teaching career. Video-taped incidents will be used to allow participants to analyze how they are inclined to respond to a dilemma and how that response might affect students. shared. Possible other or discussed. The focus of this session is on Johnson's Decision Making Theory which enables the development of specific ways for responding to personality typologies in a facilitative manner. The theory will be described, examples of each typology presented and appropriate responses listed. A brief lecture presentation will be followed by small group practice opportunities. This workshop will introduce the Teaching Improvement Process developed at the University· of Massachusetts as one way of providing one-to-one consultation to faculty members for the purpose of improving instruction. Participants will gain information on the process and develop skills in Data Analysis and Feedback. for achieving This session will present the Lilly Endowment, Inc. supported program of faculty development based on the premise: ""You can be no greater a teacher than you are or are becoming as a person--a whole person"". The implications of this premise on faculty and students will be discussed. This session will describe and analyze an interdisciplinary approach to undergraduate instruction in an advanced graduate course·in higher education. Tracing the development of 25 graduate students, a case will be made for the insight and understanding gained by students and implications for future research in teaching and learning in higher education. This session will address problems caused by ineffective planning and management of the teaching-learning experiences. Thirteen specific recomm~;Jndations of common sense ideas to improve course management will be presented and discussed. This session will include an introduction to learning styles including a comparison of Kolb and Gregoric Instruments. After taking and scoring the instrument, results will be discussed related to devising strategies to work with people from different learning styles in faculty development situations. This workshop is intended both to illustrate the use of simulations for skill-training and to introduce a methodology for systematic problem-solving. Participants will be involved in a short simulation designed to highlight various aspects of solving problems in groups and will then be presented with a theoretical model and have the opportunity to practice methods introduced. Session will end with a discussion on the use of simulations in in-service development. Nota: The purpose of this workshop is to introduce different approaches to the evaluation of instruction within the context of higher education using new and existing measurement programs, as well as to present basic tools for the development of such measure ment programs within an institution. Geared toward addressing the problem of a changing student body, the Mastery Learning Strategy (a method of group-based instruction) will be presented, including discussions of criterion domain and objective referenced tests. Methods of individual student diagnosis and remediation will be reviewed, as well as strategies for developing and selecting tests. The purpose of this session is for participants to assess the appropriateness of the Birkman Method for use in instructional, faculty, and organizational development. The Birkman Method i~ a system for measuring individual needs and strengths and apply1~g the results to organizational and individual development. Th1s method provides individualized information reports which describe each person's potential. The session will introduce the Birkman Method and demonstrate its use. The purpose of this session is to provide: (1 l information and workable strategies for developing a professiooal development program; (21 an opportunity to ""try out"" strategies for progr~m planning, evaluation and problem solving; (3) ideas for overco~rung personal/professional and institutional obstacles to professional development as administrators; and (4) a chance to compare the approach of this program to other approaches. Participants are given the opportunity to develop ideas for professional ~eve.lop­ ment programs for administrators with special emphas1s g1ven the following categories: of instructional development, faculty development and organization development. Challenges of the future and new directions will be explored. Participants will be encouraged to interact with the panelists concerning issues raised and directions to be taken. Objectives of the presentation are to (1 l explain a model for teaching the personnel function to instructors in education and/or business, (2) demonstrate varied instructional techniques that can aid in teaching concepts, processes, and procedures in personnel administration, and (31 discuss and illustrate activities that may be used by instructors of personnel administration during the teaching process. This session will provide an opportunity for participants to role play a response to videotaped incidents in the teaching-learning situation. A variety of coping skills will be illustrated and discussed relative to their application to similar situations in other critical incidents. This session will describe the activities of staff development in a consortium consisting of three community colleges and one four year state college with a graduate program in rural ~ppa!achia. Faculty and deans will present their views of the multi-proJected consortium effort which includes an Appalachian Folk Culture Center, Joint Biological Research Project and Field Center for Teaching and Research, and a two-college nursing project. This panel will present special problems which challenge the faculty, instructional and organization developer. Case studies will be reported and issues discussed concerning: £1 1 working with faculty to develop strategies for educating poorly prepared minority students entering the student body of an urban institution, £21 continuing professional development for faculty members in special education at institutions of higher learning in New Jersey, £31 a model which proposes a concrete and practical effort aimed directly at faculty function with handicapped students. Discussion will pursue the implication of these challenges for higher education in the future and the roles of faculty, instructional and organization developers. · This panel will explore common myths, assumptions, and in stitutional practices regarding marginal performers in the faculty as well as stimulate discussion of a more proactive stance to attract such faculty members into development activities. In conjunction with exploring practices by institutions relative to faculty development, the organizational climate factors which contribute to faculty motivation and satisfaction will be reviewed. Discussion will center around the implications for the future in using scarce resources wisely. workshop the educational strategy of Guided Design is modeled, explained film. Guided Design integrated with PSI makes it possible for teachers to simultaneously teach subject matter and develop the decision making skills required to apply what has been learned to the solution of real world problems. Applications of this method and results obtained will be presented and discussed. their and approaches will of opportunities to experientially try out the approaches, discuss the underlying theory and and identify additional resources for further study. The include: Managing Transitions, Using Biofeed back, and The Inner Approach to and arried at through collective to and evaluation for Kean with the career development program negotiat",,2017,7,32,4,False,,1250,8281525,N. Rodney,6997185,C. Mulligan,,,,,,,,,Medicine,JournalArticle
1242,The selection of talent as a group process. A literature review on the social dynamics of decision making in grant panels,"Talent selection within science is increasingly performed by panels, e.g. by reviewing grant or fellowship applications. Many studies from fields of sociology of science and science policy studies have been conducted to identify biases and predict outcomes of these processes, mainly focusing on characteristics of applicants, applications, and reviewers. However, as panel reviewing entails social interaction, group dynamics influence these processes. By adding insights from social psychology to current knowledge on panel reviews, we are better able to identify factors affecting talent selection and funding decisions in grant panels. By opening up this so-called black box, we aim to contribute to a better understanding of the dynamics of panel decision making. This knowledge is also relevant for various stakeholders involved in grant allocation, for applicants, reviewers, and policymakers, as it can be used to improve transparency, fairness, and legitimation of talent selection processes.",,2014,91,50,2,True,,1251,114732673,L. Saal,117125114,Margaret-Mary Sulentic Dowell,,,,,,,,,"Political Science, Psychology",
