,abstract,prism:coverDate,prism:aggregationType,subtypeDescription,prism:publicationName,source-id,citedby-count,prism:volume,title,openaccess,openaccessFlag,prism:doi,dc:publisher,venue,year,referenceCount,influentialCitationCount,tldr,index,author_1_id,author_1_name,author_2_id,author_2_name,author_3_id,author_3_name,author_4_id,author_4_name,author_5_id,author_5_name,author_6_id,author_6_name,author_1_paperCount,author_1_citationCount,author_1_hIndex,author_2_paperCount,author_2_citationCount,author_2_hIndex,author_3_paperCount,author_3_citationCount,author_3_hIndex,author_4_paperCount,author_4_citationCount,author_4_hIndex,author_5_paperCount,author_5_citationCount,author_5_hIndex,author_6_paperCount,author_6_citationCount,author_6_hIndex,fieldsOfStudy
10,"© The Author(s) 2022.Despite widespread community concern about the incidence of lethal violence against women in Australia, the numbers and rates of women murdered each year have been falling for almost 30 years. The risk of homicide victimisation among Australian women is now the lowest it has ever been since federation. Few studies have explored these patterns or sought to explain their development. One plausible explanation, anticipated by feminist theories of violence, is that homicide has declined as the status of women and gender equality have increased. In this paper, I analyse changes in the annual female homicide victimisation rate in Australia from 1962 to 2016. Using unobserved components models, I investigate the extent to which increases in either the status of women or gender equality can account for the decline in female homicide victimisation since the late 1980s. Despite absolute and relative advances in women's educational access and achievement, labour force participation, and earnings, those changes had little discernible impact on the aggregate-level risk of lethal violence against women. Instead, other social and economic conditions, such as falling unemployment, the shrinking of the young male population and ongoing urbanisation, seem better able to explain recent improvements in women's safety.",2022-12-01,Journal,Article,Journal of Criminology,21101052765,0,55,The drop in female homicide victimisation in Australia,1,true,10.1177/26338076221110251,SAGE Publications Ltd,Journal of Criminology,2022.0,109.0,0.0,,10,145329710,W. Forrest,,,,,,,,,,,37.0,967.0,13.0,,,,,,,,,,,,,,,,
11,"© 2022 The AuthorsAmong patients of an urban primary care network in Philadelphia with a universal hepatitis C virus (HCV) screening policy for patients born during 1945–1965, we examined whether being unscreened and HCV positivity were associated with attributes of the census tracts where patients resided, which we considered as proxies for social health determinants. For patients with at least one clinic visit between 2014 and mid-2017, we linked demographic and HCV screening information from electronic health records with metrics that described the census tracts where patients resided. We used generalized estimating equations to estimate adjusted relative risk ratios (aRRs) for being unscreened and HCV positive. Overall, 28% of 6,906 patients were unscreened. Black race, male gender, and residence in census tracts with relatively high levels of violent crime, low levels of educational attainment and household incomes, and evidence of residential segregation by Hispanic ethnicity were associated with lower aRRs for being unscreened. Among screened patients, 9% were HCV positive. Factors associated with lower risks of being unscreened were, in general, associated with higher HCV positivity. Attributes of census tracts where patients reside are probably less apparent to clinicians than patients’ gender or race but might reflect unmeasured patient characteristics that affected screening practices, along with preconceptions regarding the likelihood of HCV infection based on prior screening observations or implicit biases. Approaching complete detection of HCV-infected people would be hastened by focusing on residents of census tracts with attributes associated with higher infection levels or, if known, higher infection levels directly.",2022-12-01,Journal,Article,Preventive Medicine Reports,21100372295,0,30,Patient characteristics and neighborhood attributes associated with hepatitis C screening and positivity in Philadelphia,1,true,10.1016/j.pmedr.2022.102011,Elsevier Inc.,Preventive medicine reports,2022.0,32.0,0.0,"{'model': 'tldr@v2.0.0', 'text': 'Among patients of an urban primary care network in Philadelphia with a universal hepatitis C virus (HCV) screening policy for patients born during 1945–1965, it is examined whether being unscreened and HCV positivity were associated with attributes of the census tracts where patients resided, which were considered as proxies for social health determinants.'}",11,9768870,D. Lee,3460850,Edgar Y. Chou,39269656,Kari A. Moore,52440178,S. Melly,152109186,Yuzhe Zhao,2187047664,Hal Chen,48.0,456.0,10.0,22.0,94.0,5.0,86.0,2067.0,25.0,129.0,6326.0,44.0,16.0,114.0,7.0,1.0,0.0,0.0,Medicine
12,"© 2022, The Author(s).Background: Policymakers worldwide took measures to limit the spread of the COVID-19-virus. While these sanitary measures were necessary to fight the spread of the virus, several experts warned for a significant impact on mental health and a potential increase in domestic violence. To study the impact of the COVID-19 measures in Belgium, and the factors influencing the occurrence of domestic violence, we set up the study on relationships, stress, and aggression. In this study, we evaluate the prevalence of domestic violence victimization during the COVID-19 lockdown in Belgian children aged zero to seventeen years and the associations of the parents’ financial status, relationships, mental health, and previous victimization to the child’s victimization. Methods: A stepwise forward binary logistic regression was used to analyse the association between multiple risk factors of domestic violence and victimization of the respondent’s child. The respondent being an assailant, the respondent’s age, and the age of the children in the household were added as moderators. Results: In this model an association with domestic child abuse was found for the age of the respondent, the household’s size, the presence of children between zero and five years in the household, the perceived stress level of the respondent, and victimization of the respondent during the first wave of the sanitary measures, as well as victimization before the COVID-19 pandemic. None of the interacting effects were found to be significant. Conclusion: It is advisable to make extra efforts to improve well-being when maintaining sanitary measures by providing appropriate assistance and helping households struggling with increased or acute stress to install positive coping strategies - especially in larger households with children between six and 17 years. Besides, our findings draw attention to the clustering of risk of child and adult violence exposure in lockdown situations as well as to the potential cumulative impact of exposure to violence across the lifespan and across generations. It is key to invest in training healthcare workers and staff at schools to screen for and assess risks of domestic violence development and ongoing or past occurrence in order to detect, refer and follow-up on families at risk.",2022-12-01,Journal,Article,BMC Public Health,19621,0,22,Locked up at home: a cross-sectional study into the effects of COVID-19 lockdowns on domestic violence in households with children in Belgium,1,true,10.1186/s12889-022-14135-3,BioMed Central Ltd,BMC Public Health,2022.0,64.0,0.0,,12,102173719,E. Fomenko,2136561077,L. De Schrijver,13159497,C. Vandeviver,152140127,I. Keygnaert,,,,,6.0,2.0,1.0,13.0,87.0,4.0,108.0,635.0,14.0,115.0,916.0,14.0,,,,,,,Medicine
13,"© 2022 The Authors. International Journal of Gynecology & Obstetrics published by John Wiley & Sons Ltd on behalf of International Federation of Gynecology and Obstetrics.Our aim was to investigate the inclusion of sexual and reproductive health and rights (SRHR) topics in medical curricula and the perceived need for, feasibility of, and barriers to teaching SRHR. We distributed a survey with questions on SRHR content, and factors regulating SRHR content, to medical universities worldwide using chain referral. Associations between high SRHR content and independent variables were analyzed using unconditional linear regression or χ2 test. Text data were analyzed by thematic analysis. We collected data from 219 respondents, 143 universities and 54 countries. Clinical SRHR topics such as safe pregnancy and childbirth (95.7%) and contraceptive methods (97.2%) were more frequently reported as taught compared with complex SRHR topics such as sexual violence (63.8%), unsafe abortion (65.7%), and the vulnerability of LGBTQIA persons (23.2%). High SRHR content was associated with high-income level (P = 0.003) and low abortion restriction (P = 0.042) but varied within settings. Most respondents described teaching SRHR as essential to the health of society. Complexity was cited as a barrier, as were cultural taboos, lack of stakeholder recognition, and dependency on fees and ranking.",2022-12-01,Journal,Article,International Journal of Gynecology and Obstetrics,27521,0,159,Are sexual and reproductive health and rights taught in medical school? Results from a global survey,1,true,10.1002/ijgo.14339,John Wiley and Sons Ltd,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2022.0,20.0,0.0,"{'model': 'tldr@v2.0.0', 'text': 'High SRHR content was associated with high‐income level and low abortion restriction but varied within settings, as were cultural taboos, lack of stakeholder recognition, and dependency on fees and ranking.'}",13,82035678,M. Endler,2091615195,T. Al-Haidari,2084564272,C. Benedetto,1576641029,S. Chowdhury,8707199,J. Christilaw,5159219,F. El Kak,3.0,0.0,0.0,3.0,34.0,1.0,32.0,351.0,7.0,4.0,36.0,1.0,30.0,474.0,11.0,25.0,465.0,9.0,Medicine
14,"© 2022, The Author(s), under exclusive licence to Springer Nature Switzerland AG.Purpose of Review: This article reviews the literature on youth violent trauma reinjury regarding relevant demographic and clinical risk factors, reinjury characteristics, and the effectiveness of existing violence intervention (VIP) programs aimed at reducing reinjury. Recent Findings: The literature suggests that black race, being an older teenager, male sex, disadvantaged socioeconomic status, and having mental health conditions are risk factors for violent trauma reinjury. Experiencing an injury from violent trauma increases the likelihood of presenting with another violent injury and also increases the risk of mortality. Additionally, current VIP programs do not consistently demonstrate reinjury reduction and tend to be brief, temporary, and have short follow-up. Summary: There remains limited data on youth violent trauma reinjury and its risk factors. Also, VIP programs have exhibited mixed results regarding reinjury reduction. Continued assessment and research of predisposing features related to pediatric and young adult violent trauma reinjury is critically important.",2022-12-01,Journal,Review,Current Trauma Reports,21100854825,0,8,Violent Trauma Reinjury and Preventive Interventions in Youth: a Literature Review,0,false,10.1007/s40719-022-00242-4,Springer Science and Business Media Deutschland GmbH,Current Trauma Reports,2022.0,48.0,0.0,,14,8019648,Christina Georgeades,3961818,A. Bowder,2179292868,Arielle Thomas,143757709,J. Marquart,9572392,Amanda L. Witte,8915388,D. Gourlay,15.0,118.0,4.0,50.0,233.0,8.0,3.0,0.0,0.0,13.0,255.0,3.0,38.0,492.0,8.0,96.0,1469.0,22.0,
15,"© 2022 Elsevier Masson SASAims: Abuse of the elderly is an important public health problem. In this paper, we aimed to study gender differences in the victim profiles of elderly people and report on the medical and medico-legal consequences of these acts of violence. Methods: We conducted a descriptive and analytical retrospective study over a period of 6 months (July–December 2020) including all cases of physical violence against subjects aged 60 and over who consulted the Forensic Medicine Department of the Habib Bourguiba University Hospital of Sfax, Tunisia. Results: We collected 110 cases. The prevalence of physical violence towards elderly people was 8.14 per hundred thousand inhabitants. The gender ratio (M/F) was 0.93 and median age was 67 years. We noted a difference in victim profiles between males and females. Indeed, women were more often not working (44.5%), and victims of family violence (38.2%). Men were in a number of cases day laborers (21.8%) whose attacker did not belong to the family sphere (33.6%). The Total Temporary Disability (TTD) period was associated with the presence of injuries to the trunk (P = 0.004), to the lower limbs (P = 0.009) or to bone fractures (P:0.001) for female victims. For men, the duration of TTD was associated with the type of weapon (P < 0.001), cephalic location of injuries (P = 0.007), the presence of upper limb injuries (P:0.006) or linear wounds (P < 0.001). In addition, Permanent Partial Disability (PPD), predicted in 20.9% of the cases, was related to gender (P:0.021). Among women, the prediction of PPD was associated with contusion injuries (P:0.011) and bone fractures (P < 0.001). For male victims, the prediction of PPD depended on the type of weapon (P:0.024), cephalic location of injuries (P:0.008) and simple wounds (P:0.024). Finally, a period of about 9 days (TTD) constituted a threshold from which the occurrence of a PPD was predictable. Conclusion: Violence against the elderly is a serious phenomenon with severe consequences. For older women, the organic law of 2017 needs to be better known and better applied in our country. However, new legislation to more efficiently protect the elderly against physical violence would be desirable in our country. © 2022 Elsevier Masson SASIntroduction: Les personnes âgées, fragiles et vulnérables, peuvent être victimes de maltraitance. Objectifs: Dans ce travail sur les violences physiques perpétrées à l'encontre des sujets âgés, il a été rapporté les caractéristiques victimologiques selon le genre de la victime et les conséquences médicales et médico-légales de ces violences. Matériel et méthodes: Etude rétrospective, sur une période de 6 mois (juillet–décembre 2020) portant sur tous les cas de violences physiques volontaires envers des sujets âgés de 60 ans et plus ayant consulté au service de Médecine Légale du CHU Habib Bourguiba de Sfax, Tunisie. Résultats: Il a été colligé 110 cas avec un sexe ratio (H/F) de 0,93. Le profil victimologique des victimes était différent selon le genre. En effet, les femmes étaient le plus souvent sans profession (44,5 % des cas), victimes de violence familiale (38,2 % des cas). Quant aux hommes, ils étaient dans la plupart des cas des ouvriers journaliers (21,8 % des cas) dont l'agresseur n'appartenait pas à la sphère familiale (33,6 % des cas). Dans les suites de ces violences, la durée de l'incapacité temporaire totale (ITT) était associée à la présence de lésions au niveau du tronc (p = 0,004), au niveau des membres inférieurs (p = 0,009) ou d'une fracture osseuse (p = 0,001) pour les victimes de sexe féminin. Quant aux hommes, la durée d'ITT était significativement associée au type d'arme utilisé (p < 0,001), à la localisation céphalique de lésions (p = 0,007) ou à la présence de lésions au niveau des membres supérieurs (p = 0,006) ou à la présence de plaie linéaire (p < 0,001). L'incapacité partielle permanente (IPP), prévue dans 20,9 % des cas, dépendait du genre de la victime (p = 0,021), avec une prédominance masculine. Chez les femmes, la prévision d'IPP était associée à la présence de plaies contuses (p = 0,011) ou d'une fracture osseuse (p < 0,001). Pour les victimes de sexe masculin, la prévision d'IPP dépendait du type de l'arme utilisée (p = 0,024), de la localisation céphalique des lésions (p = 0,008) et de la présence de plaies simples (p = 0,024). Enfin, une durée d'ITT avoisinant les 9 jours représentait le seuil à partir duquel la survenue d'une IPP était prévisible au stade lésionnel. Conclusion: La violence à l'encontre du sujet âgé est un phénomène grave avec des conséquences sévères. Pour les femmes âgées, la loi organique de 2017 doit être mieux connue et mieux appliquée dans notre pays. Cependant, une nouvelle législation pour mieux protéger les sujets âgés contre les violences physiques serait souhaitable dans notre pays.",2022-12-01,Journal,Article,NPG Neurologie - Psychiatrie - Geriatrie,4000148906,0,22,Physical abuse of the elderly in the region of Sfax (Tunisia): Particularities according to the gender of the victim Les violences physiques envers les sujets âgés dans la région de Sfax (Tunisie): particularités en fonction du genre de la victime,0,false,10.1016/j.npg.2022.07.004,Elsevier Masson s.r.l.,NPG Neurologie - Psychiatrie - Gériatrie,2022.0,28.0,0.0,,15,1752806389,W. Ben Amar,2681631,H. Dhouib,2086530989,J. Kammoun,69563878,F. Daoud,66038120,Z. Hammami,2148877904,M. Zribi,7.0,0.0,0.0,20.0,41.0,4.0,4.0,2.0,1.0,3.0,0.0,0.0,24.0,9.0,2.0,4.0,0.0,0.0,
16,"© 2022, The Author(s).Purpose: The present study examines the association between psychological violence and posttraumatic stress disorder (PTSD), depression, and anxiety, while comparing the specific subtypes of psychological violence and simultaneously focusing on methodological shortcomings. Method: A systematic review and random-effects meta-analyses were applied on the three main outcomes: PTSD, depression, and anxiety. Four electronic databases were searched (PsycINFO, PubMed, EMBASE, and Web of Science), and a total of 194 studies were included (k = 149 for meta-analyses). GRADEpro was used to evaluate the certainty of the evidence from the meta-analyses. Results: Psychological violence had strong associations with the three main outcomes, with the strongest association for PTSD in both female and male victims. Coercive control was particularly associated with PTSD for female victims, while emotional/verbal and dominance/isolation had the strongest association with depression. Although the identified studies were characterized by gender bias, psychological violence appear to affect male mental health too. Discussion: Findings from the meta-analyses support the notion that psychological violence is a traumatic experience, which is strongly association with PTSD and other common mental health problems linked to trauma. GRADEpro rated the certainty of evince to be low, and thus, our confidence in the estimated effect is limited. Gender bias, the applied terminology, and other methodological shortcomings are discussed. Despite the substantial amount of research on this topic, more research is needed before we can draw any final conclusions on the effect of psychological violence on mental health.",2022-12-01,Journal,Article,Systematic Reviews,21100237425,0,11,The psychological subtype of intimate partner violence and its effect on mental health: a systematic review with meta-analyses,1,true,10.1186/s13643-022-02025-z,BioMed Central Ltd,Systematic Reviews,2022.0,109.0,0.0,,16,3833506,S. Dokkedahl,2813330,R. Kirubakaran,1436045843,D. Bech-Hansen,2072791998,T. R. Kristensen,152406581,A. Elklit,,,21.0,170.0,7.0,94.0,1858.0,23.0,2.0,36.0,2.0,8.0,123.0,5.0,471.0,7598.0,47.0,,,,Medicine
17,"© 2022 Elsevier LtdStigma-related stress and inflated perceptions of substance use norms are positioned in the literature as theoretically distinct explanations for disproportionate substance use among sexual minorities. As research has yet to examine how these variables may interact in an intervention context, this study examined the impact of recent experiences with violence and harassment due to sexual minority status (i.e., interpersonal stigma exposure) on the effectiveness of a culturally adapted personalized normative feedback intervention for lesbian, bisexual, and queer (LBQ) women. A sub-sample of 499 moderate-to-heavy drinking LBQ women were randomized to receive personalized normative feedback (PNF) on alcohol use or control topics within a broader digital competition designed to challenge negative LBQ stereotypes. At baseline, recent interpersonal stigma exposure strengthened the relationship between perceived LBQ alcohol-related norms and participants’ own alcohol-related behaviors (i.e., consumption and consequences). At follow-up, 3 months later, recent interpersonal stigma exposure moderated the effectiveness of alcohol PNF with substantially less drinking and consequences among participants in the treatment condition reporting recent violence or harassment due to sexual minority status, relative to those reporting no such experiences. Underscoring the utility of PNF for LBQ women and potentially other heavy drinking stigmatized populations, findings suggest that a greater tendency to conform to over-estimated ingroup drinking norms may be another way in which minority status-based violence and harassment contributes to alcohol consumption in stigmatized populations.",2022-12-01,Journal,Article,Addictive Behaviors,24763,0,135,Exposure to interpersonal stigma enhances the effectiveness of a culturally adapted personalized normative feedback alcohol intervention for sexual minority women,0,false,10.1016/j.addbeh.2022.107453,Elsevier Ltd,Addictive Behaviours,2022.0,43.0,0.0,,17,37408535,Sarah C. Boyle,6088215,Joseph W. LaBrie,,,,,,,,,36.0,544.0,12.0,193.0,6479.0,47.0,,,,,,,,,,,,,Medicine
18,"© 2022, The New York Academy of Medicine.Sleep disparities in sexual minority male (SMM) populations have received relatively little attention but they may be critical to explaining other health disparities seen among SMM, via neural or hormonal pathways. Recent research suggests that crime may be a psychosocial stressor that contributes to sleep disparities but that finding has been based on subjective measures of crime. We conducted the P18 Neighborhood Study of 250 SMM in New York City, including 211 with adequate GPS tracking data. We used the GPS tracking data to define daily path area activity spaces and tested the associations of violent crime in those activity spaces and in the subject’s residential neighborhood, perceived neighborhood safety, and witnessing crime with a subjective measure of sleep. Using quasi-Poisson regression, adjusted for individual and neighborhood socio-demographics, we found that SMM who witnessed more types of crime experienced significantly more nights of poor sleep over the course of a month (RR: 1.16, 95%CI: 1.05–1.27, p-value: < 0.01). We did not find any associations between violent crime rates in either the activity area or residential area and sleep. Our findings support the conclusion that personal exposure to crime is associated with sleep problems and provide further evidence for the pathway between stress and sleep. The lack of association between neighborhood crime levels and sleep suggests that there must be personal experience with crime and ambient presence is insufficient to produce an effect.",2022-12-01,Journal,Article,Journal of Urban Health,16448,0,99,Objective and Subjective Neighborhood Crime Associated with Poor Sleep among Young Sexual Minority Men: a GPS Study,0,false,10.1007/s11524-022-00674-y,Springer,Journal of urban health,2022.0,68.0,0.0,,18,2180570336,Benjamin D. Huber,50435611,Byoungjun Kim,4587232,B. Chaix,7146260,S. Regan,31182336,D. Duncan,,,1.0,0.0,0.0,22.0,106.0,5.0,188.0,10047.0,53.0,45.0,850.0,14.0,244.0,6064.0,37.0,,,,Medicine
19,"© 2022Background: Researchers in studies from multiple countries suggest that sexual and gender minority people experience high rates of violence, stigma, and discrimination, as well as mistrust of health care providers and systems. Despite growing evidence related to sexual and gender minority health in North America and Europe, we know little about the health of this population in the Middle East and North Africa. Objectives: We aimed to comprehensively examine the literature related to the health of sexual and gender minority people in the Middle East and North Africa and to identify research gaps and priorities. Design: We conducted a scoping review informed by the framework recommended by Arksey and O'Malley and the Preferred Reporting Items for Systematic Reviews and Meta-Analyses extension for Scoping Reviews (PRISMA-ScR) tool. Data sources: We searched the following databases: PubMed (using Medline All on the Ovid platform), PsycINFO (Ovid), CINAHL (Ebsco), and Embase (Ovid). The search strategy combined terms for the geographic region of interest (Middle East and North Africa) and the population of interest (sexual and gender minority). Each was operationalized using multiple search terms and, where available, controlled vocabulary terms. Review Methods: Research articles were identified and assessed for inclusion using an explicit strategy. Relevant information was extracted and synthesized to present a descriptive summary of existing evidence. Results: Research designs of the 98 articles we reviewed included quantitative (n = 73), qualitative (n = 20), and mixed methods (n = 5). Most studies were conducted in Lebanon (n = 33), Pakistan (n = 32), and Iran (n = 23) and focused mainly on gender minority individuals (n = 46) and men who have sex with men (n = 32). Five themes emerged from the review: sexual health (52; 53%); mental health (20; 20%); gender identity (17; 17%); violence and discrimination (7; 7%); and experiences with the healthcare system (2; 2%). Although researchers focused on multiple health outcomes in some studies, we included them under the theme most closely aligned with the main objective of the study. Conclusion: Although our study is limited to few countries in the Middle East and North Africa region, we found that sexual and gender minority individuals face multiple adverse sexual and mental health outcomes and experience high rates of stigma, discrimination, and violence. More research is needed from countries outside of Lebanon, Pakistan, and Iran, including community-based participatory approaches and multi-level intervention development. Nurses and other healthcare providers in the region need training in providing inclusive care for this population.",2022-12-01,Journal,Review,International Journal of Nursing Studies Advances,21101060176,1,4,Sexual and gender minority health in the Middle East and North Africa Region: A scoping review,1,true,10.1016/j.ijnsa.2022.100085,Elsevier B.V.,International Journal of Nursing Studies Advances,2022.0,0.0,0.0,,19,39267270,Sarah Abboud,12292588,C. Veldhuis,47802298,Suha Ballout,2138649083,Fatima Nadeem,66599873,K. Nyhan,3379153,T. Hughes,56.0,550.0,13.0,74.0,1058.0,17.0,15.0,228.0,7.0,5.0,4.0,1.0,69.0,243.0,9.0,275.0,10402.0,51.0,
